,Shape_type,Latitude,r_pl,l_pl,t_pl,V_pl,S_pl,V_T,Shape_factor,Density,time_length
4456,film,13.7,0.00014385013205623232,0.009642,0.00071241,1.2468649131692737e-11,3.6910657085805676e-07,1.2468649131692737e-11,0.4981539971532974,873,500
4457,fiber,13.7,1.562387242005147e-05,0.00012299999999999998,0.0047329500000000005,1.5975507418159698e-14,5.488709723333839e-09,1.5975507418159698e-14,0.304386214720379,928,500
4458,fiber,13.7,4.590632701813239e-05,0.00036399999999999996,0.0061988,4.0523434630574466e-13,4.7506652916517804e-08,4.0523434630574466e-13,0.30213773826326745,897,500
4459,sphere,13.7,4.022408997230458e-05,0.000731,0.00932818,2.726134579447293e-13,2.0332103831243763e-08,2.726134579447293e-13,0.8,922,500
4460,sphere,13.7,6.144962804458619e-06,0.009718,0.0018625900000000001,9.719555066587898e-16,4.745132904402115e-10,9.719555066587898e-16,0.8,917,500
4461,film,13.7,2.1118699448153134e-05,0.005235999999999999,4.33e-06,3.945391621340769e-14,1.9688707858685815e-08,3.945391621340769e-14,0.2012852680669546,853,500
4462,fiber,13.7,8.004491386079155e-05,0.0006309999999999999,0.00174777,2.1482748002066954e-12,1.4413445620983248e-07,2.1482748002066954e-12,0.3039668832484696,921,500
4463,sphere,13.7,1.0287755370280504e-05,0.008341,0.0063884300000000005,4.560899425332161e-15,1.3299984091304664e-09,4.560899425332161e-15,0.9,887,500
4464,fiber,13.7,0.00030764008016529094,0.003531,0.00339491,1.2195998347781078e-10,2.4644417265784558e-06,1.2195998347781078e-10,0.20244261792207288,990,500
4465,sphere,13.7,0.00013239065334157547,0.008277999999999999,0.00127686,9.71987288857172e-12,2.202543603322334e-07,9.71987288857172e-12,0.9,983,500
4466,film,13.7,6.40704647046776e-05,0.0011849999999999999,0.00105418,1.1016971632137446e-12,1.2289752113352302e-07,1.1016971632137446e-12,0.29680245639108216,953,500
4467,film,13.7,8.302316623325037e-05,0.0061059999999999994,0.00323169,2.3971018391241996e-12,3.134895519914555e-07,2.3971018391241996e-12,0.19537562434205588,877,500
4468,fiber,13.7,7.940254768692992e-05,0.000474,0.00689395,2.096968570071457e-12,1.2945688181756455e-07,2.096968570071457e-12,0.39997324919329613,989,500
4469,fiber,13.7,4.894776874476762e-05,0.000134,0.00551818,4.912327441385102e-13,4.342446553296773e-08,4.912327441385102e-13,0.6992287691721043,885,500
4470,film,13.7,2.3117646663979938e-05,0.0064069999999999995,0.00011518,5.175108672898661e-14,9.55333604490766e-09,5.175108672898661e-14,0.4970808756821652,963,500
4471,sphere,13.7,0.00015757783190522954,0.009653,0.00511062,1.6389811986016065e-11,3.1203269751559775e-07,1.6389811986016065e-11,0.8,866,500
4472,film,13.7,5.287824093472472e-05,0.005448,0.00085405,6.193264203105131e-13,8.297825233057969e-08,6.193264203105131e-13,0.29942260282187066,955,500
4473,fiber,13.7,4.156680412270325e-05,0.000245,0.0038757600000000002,3.0083510538573163e-13,3.53451166836551e-08,3.0083510538573163e-13,0.4047446188959737,883,500
4474,sphere,13.7,1.0316587399306899e-06,0.0021939999999999998,0.0017439600000000001,4.599353546895125e-18,1.3374636502001014e-11,4.599353546895125e-18,0.8,948,500
4475,sphere,13.7,5.234975863812417e-05,0.005932,0.00747486,6.009421415555587e-13,3.4438103853142725e-08,6.009421415555587e-13,0.9,914,500
4476,sphere,13.7,7.233605378936324e-06,0.006401,0.00765126,1.5854518139143146e-15,6.575359302282465e-10,1.5854518139143146e-15,0.9,963,500
4477,fiber,13.7,1.2093911349084768e-05,3.2999999999999996e-05,0.00521553,7.40950084226228e-15,2.65101823374198e-09,7.40950084226228e-15,0.7002327036136231,854,500
4478,fiber,13.7,0.0001697081467856611,0.000607,0.00216282,2.0473716356466736e-11,5.300998280348e-07,2.0473716356466736e-11,0.6039779506686456,911,500
4479,film,13.7,0.00021561175136678378,0.010601,0.00186783,4.198613434863842e-11,1.037676621462428e-06,4.198613434863842e-11,0.3980867185845706,889,500
4480,fiber,13.7,7.227641737023603e-05,0.000833,0.00704175,1.581533737059921e-12,1.3626124800304387e-07,1.581533737059921e-12,0.2015058718863153,856,500
4481,sphere,13.7,6.473196386543148e-05,0.006003,0.00432772,1.1361742920677033e-12,5.265594727342033e-08,1.1361742920677033e-12,0.8,998,500
4482,film,13.7,6.963217267518866e-05,0.00025299999999999997,0.0025901,1.4142247982081405e-12,2.1563901140753408e-07,1.4142247982081405e-12,0.19979629326301576,955,500
4483,sphere,13.7,0.00010213042089231148,0.00586,0.0019681300000000002,4.462250782599715e-12,1.3107507274364829e-07,4.462250782599715e-12,0.8,990,500
4484,sphere,13.7,2.471505461604707e-05,5.9999999999999995e-05,0.00421125,6.323730203357096e-14,7.67596548127942e-09,6.323730203357096e-14,0.8,871,500
4485,film,13.7,5.4277550205677855e-05,0.006836,0.0008761800000000001,6.698064456373916e-13,8.740580496904406e-08,6.698064456373916e-13,0.29949878495560367,977,500
4486,fiber,13.7,1.0783154466563248e-05,8.599999999999999e-05,0.0065444000000000006,5.2520165821397595e-15,2.6266936733808495e-09,5.2520165821397595e-15,0.3003233388171501,954,500
4487,fiber,13.7,1.974716059036521e-05,9.099999999999999e-05,0.0026712800000000003,3.225541124226787e-14,7.491150837675234e-09,3.225541124226787e-14,0.5016449294838868,880,500
4488,fiber,13.7,8.733470741754558e-05,0.00024099999999999998,0.0071243800000000005,2.7902892006564544e-12,1.3823779033760814e-07,2.7902892006564544e-12,0.6967708702860003,957,500
4489,film,13.7,6.493314401010428e-05,0.001945,0.00031434000000000003,1.1468005802254621e-12,7.46017754009059e-08,1.1468005802254621e-12,0.5022021483462611,935,500
4490,sphere,13.7,2.9420526635643426e-05,0.009674,0.00191102,1.0666942073227242e-13,1.0877040583261426e-08,1.0666942073227242e-13,0.8,872,500
4491,film,13.7,4.129149377306597e-05,0.0071389999999999995,0.00035199,2.948970256612275e-13,3.7792068450490066e-08,2.948970256612275e-13,0.40088092541933895,979,500
4492,sphere,13.7,2.8038990402140215e-05,0.00447,0.00431937,9.233699252643194e-14,9.879491864947876e-09,9.233699252643194e-14,0.8,906,500
4493,film,13.7,5.512478458536717e-05,0.010857,0.00026729,7.016642107699009e-13,5.379704743201917e-08,7.016642107699009e-13,0.5019150706943899,882,500
4494,sphere,13.7,2.9119373970611474e-05,0.001565,0.0015906100000000001,1.0342718658045989e-13,1.0655502417549538e-08,1.0342718658045989e-13,0.9,970,500
4495,film,13.7,2.1281550603989087e-05,0.008687,0.00035204,4.037368716438801e-14,1.3593790787275185e-08,4.037368716438801e-14,0.29604710644484405,867,500
4496,sphere,13.7,3.841124752274724e-05,0.003506,0.00407074,2.3739077955711127e-13,1.854072399626134e-08,2.3739077955711127e-13,0.9,929,500
4497,fiber,13.7,4.625729989182035e-06,3.7e-05,0.00555692,4.1460014109876353e-16,4.838782438216951e-10,4.1460014109876353e-16,0.2994141542723441,981,500
4498,sphere,13.7,6.42431640734019e-05,0.010033,3.412e-05,1.1106299395386365e-12,5.1863725373317756e-08,1.1106299395386365e-12,0.8,876,500
4499,fiber,13.7,1.900046126030629e-05,0.000113,0.00974262,2.8733004554262346e-14,7.404652829198059e-09,2.8733004554262346e-14,0.40137767433070737,903,500
4500,fiber,13.7,0.00015901671893793734,0.000739,0.007967750000000001,1.684290402644671e-11,4.866560413170984e-07,1.684290402644671e-11,0.49822072289683905,866,500
4501,fiber,13.7,0.0001115314647631248,3.7e-05,0.00225787,5.811400775656465e-12,6.802407321195151e-07,5.811400775656465e-12,0.20104667680098046,891,500
4502,fiber,13.7,0.00016783221767190364,0.000785,0.00584184,1.98022531846887e-11,5.428775500008113e-07,1.98022531846887e-11,0.4956141048735337,917,500
4503,sphere,13.7,3.0751711848558266e-05,0.0016049999999999999,0.00928019,1.2181380215526918e-13,1.1883611821855064e-08,1.2181380215526918e-13,0.9,915,500
